code,abund.correlation,species.trend,trend.at.highest.predictions,trend.at.best.nfj.data,filename,n.data,zeroes.missed.messy,run,nlabel,common,label
SATTET,0.6781,-0.0622687750811703,-0.0613807754446896,-0.0623280895692508,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/SATTET-full-run-only-NFJ-V2.html,844,859,NFJ,(N = 844),Mountain Mahogany Hairstreak,SATTET: Mountain Mahogany Hairstreak
SATTIT,0.9216,-0.030991984669973,-0.0301234229493381,-0.0306486382516452,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/SATTIT-full-run-only-NFJ-V2.html,7968,686,NFJ,(N = 7968),Coral Hairstreak,SATTIT: Coral Hairstreak
SATYAPP,0.8146,0.0233860346730533,0.0243555213235296,0.0232487844827208,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/SATYAPP-full-run-only-NFJ-V2.html,7541,1025,NFJ,(N = 7541),Appalachian Brown,SATYAPP: Appalachian Brown
SATYEUR,0.7041,-0.0227006821993123,-0.0223436941237858,-0.0224390539601772,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/SATYEUR-full-run-only-NFJ-V2.html,4448,1001,NFJ,(N = 4448),Eyed Brown,SATYEUR: Eyed Brown
SPEYAPH,0.9412,-0.0401734006921978,-0.0386829889002254,-0.0412678262365202,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/SPEYAPH-full-run-only-NFJ-V2.html,6384,2200,NFJ,(N = 6384),Aphrodite Fritillary,SPEYAPH: Aphrodite Fritillary
SPEYATL,0.8924,-0.0443841157073928,-0.0438133499062801,-0.0505380587333382,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/SPEYATL-full-run-only-NFJ-V2.html,4950,2166,NFJ,(N = 4950),Atlantis/Northwestern Fritillary,SPEYATL: Atlantis/Northwestern Fritillary
SPEYCAL,0.8867,-0.0215598321621753,-0.0199007225382699,-0.0220011078548954,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/SPEYCAL-full-run-only-NFJ-V2.html,1619,2499,NFJ,(N = 1619),Callippe Fritillary,SPEYCAL: Callippe Fritillary
SPEYCOR,0.9688,-0.00905207086187137,-0.00819070754464235,-0.0102513878863737,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/SPEYCOR-full-run-only-NFJ-V2.html,1681,2542,NFJ,(N = 1681),Coronis Fritillary,SPEYCOR: Coronis Fritillary
SPEYCYB,0.92,-0.0132504333674326,-0.0124302645053911,-0.0126672783027729,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/SPEYCYB-full-run-only-NFJ-V2.html,7622,1901,NFJ,(N = 7622),Great Spangled Fritillary,SPEYCYB: Great Spangled Fritillary
SPEYEDW,0.9446,0.0108062564244559,0.0114279904667201,0.0113668382024443,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/SPEYEDW-full-run-only-NFJ-V2.html,470,2560,NFJ,(N = 470),NA,SPEYEDW: NA
SPEYEGL,0.98740000000000006,-0.0243807001755094,-0.0232911059063383,-0.0264348225310465,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/SPEYEGL-full-run-only-NFJ-V2.html,1284,2609,NFJ,(N = 1284),Great Basin Fritillary,SPEYEGL: Great Basin Fritillary
SPEYHYD,0.9257,-0.0111187298712726,-0.0105048548652587,-0.0113387723041407,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/SPEYHYD-full-run-only-NFJ-V2.html,1092,2461,NFJ,(N = 1092),Hydaspe Fritillary,SPEYHYD: Hydaspe Fritillary
SPEYIDA,0.7094,-0.0162934428454173,-0.0154936126375076,-0.0160801774065359,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/SPEYIDA-full-run-only-NFJ-V2.html,5270,2673,NFJ,(N = 5270),Regal Fritillary,SPEYIDA: Regal Fritillary
SPEYMOR,0.6173,-0.00642646962994067,-0.00606196865254471,-0.00718241433351547,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/SPEYMOR-full-run-only-NFJ-V2.html,865,2412,NFJ,(N = 865),Mormon Fritillary,SPEYMOR: Mormon Fritillary
SPEYZER,0.9753,-0.0266575542539413,-0.0256800600600542,-0.0273024079670607,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/SPEYZER-full-run-only-NFJ-V2.html,1404,2517,NFJ,(N = 1404),Zerene Fritillary,SPEYZER: Zerene Fritillary
STAPHAY,0.9551,-0.0394850377512497,-0.0388186804775757,-0.0404210828018612,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/STAPHAY-full-run-only-NFJ-V2.html,5841,430,NFJ,(N = 5841),Hayhurst's Scallopwing,STAPHAY: Hayhurst's Scallopwing
STRMEL,0.9502,-0.00489215923612905,-0.00427750710456243,-0.00492800478652462,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/STRMEL-full-run-only-NFJ-V2.html,11498,562,NFJ,(N = 11498),Gray Hairstreak,STRMEL: Gray Hairstreak
THOBAT,0.9224,-0.0404376004903963,-0.0399368662481177,-0.0403430439204725,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/THOBAT-full-run-only-NFJ-V2.html,8181,510,NFJ,(N = 8181),Southern Cloudywing,THOBAT: Southern Cloudywing
THOMEX,0.9415,-0.0834559378884312,-0.0825754544510673,-0.0842878386138435,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/THOMEX-full-run-only-NFJ-V2.html,662,561,NFJ,(N = 662),Mexican Cloudywing,THOMEX: Mexican Cloudywing
THOPYL,0.9072,-0.0187819813991131,-0.0181206355735122,-0.0181679802942921,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/THOPYL-full-run-only-NFJ-V2.html,11079,499,NFJ,(N = 11079),Northern Cloudywing,THOPYL: Northern Cloudywing
THYLIN,0.9725,-0.0720221837487776,-0.071142145125247,-0.0715962809028298,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/THYLIN-full-run-only-NFJ-V2.html,5507,1892,NFJ,(N = 5507),European Skipper,THYLIN: European Skipper
URBPR3,0.9861,0.0444896974238325,0.0450273588479255,0.0447347420030973,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/URBPR3-full-run-only-NFJ-V2.html,6163,430,NFJ,(N = 6163),Long-tailed Skipper,URBPR3: Long-tailed Skipper
VANANN,0.9338,-0.0730485901615556,-0.0723571899101874,-0.0728949508079182,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/VANANN-full-run-only-NFJ-V2.html,2357,1315,NFJ,(N = 2357),West Coast Lady,VANANN: West Coast Lady
VANATA,0.65,-0.0148391029124868,-0.0141813220737621,-0.0142356392615582,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/VANATA-full-run-only-NFJ-V2.html,11482,871,NFJ,(N = 11482),Red Admiral,VANATA: Red Admiral
VANCAR,0.6246,-0.00862740439829847,-0.00796757412937543,-0.00844984055890189,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/VANCAR-full-run-only-NFJ-V2.html,11416,927,NFJ,(N = 11416),Painted Lady,VANCAR: Painted Lady
VANVIR,0.98740000000000006,-0.0233286009244909,-0.0217986482003374,-0.0227902065722203,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/VANVIR-full-run-only-NFJ-V2.html,1655,1075,NFJ,(N = 1655),American Lady,VANVIR: American Lady
WALEGE,0.894,-3.3652214519178e-4,0.00112793146544599,-1.7940353722629e-4,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/WALEGE-full-run-only-NFJ-V2.html,8283,1833,NFJ,(N = 8283),Northern Broken-Dash,WALEGE: Northern Broken-Dash
ACHLYC,NA,-0.0706237953426934,-0.0696503204851524,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V2/ACHLYC-full-run-only-MASSBfly-V2.html,3613,421,MASSBfly,(N = 3613),Hoary Edge,ACHLYC: Hoary Edge
AMBHEG,NA,-0.0329060216995974,-0.0321974274253023,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V2/AMBHEG-full-run-only-MASSBfly-V2.html,3509,2235,MASSBfly,(N = 3509),Pepper and Salt Skipper,AMBHEG: Pepper and Salt Skipper
ANATLOG,NA,-0.0540310655651388,-0.0532575261286894,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V2/ANATLOG-full-run-only-MASSBfly-V2.html,3573,1808,MASSBfly,(N = 3573),Delaware Skipper,ANATLOG: Delaware Skipper
ANCNUM,NA,-0.00354603705682768,-0.00305269570491618,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V2/ANCNUM-full-run-only-MASSBfly-V2.html,3584,1598,MASSBfly,(N = 3584),Least Skipper,ANCNUM: Least Skipper
ATACAM,NA,0.197762534455564,0.198217799976931,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V2/ATACAM-full-run-only-MASSBfly-V2.html,3509,1956,MASSBfly,(N = 3509),Sachem skipper,ATACAM: Sachem skipper
ATRYHIA,NA,-0.0257760119584831,-0.025119100089192,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V2/ATRYHIA-full-run-only-MASSBfly-V2.html,3575,2185,MASSBfly,(N = 3575),Dusted Skipper,ATRYHIA: Dusted Skipper
BOLOBEL,NA,-0.0368797925437158,-0.036499490417647,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V2/BOLOBEL-full-run-only-MASSBfly-V2.html,3550,619,MASSBfly,(N = 3550),Meadow Fritillary,BOLOBEL: Meadow Fritillary
BOLOSEL,NA,-0.00121355932469255,-4.1810475174208e-4,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V2/BOLOSEL-full-run-only-MASSBfly-V2.html,3609,678,MASSBfly,(N = 3609),Silver-bordered Fritillary,BOLOSEL: Silver-bordered Fritillary
CALLAUG,NA,0.00169726944241237,0.00226280749296892,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V2/CALLAUG-full-run-only-MASSBfly-V2.html,3612,681,MASSBfly,(N = 3612),Brown Elfin,CALLAUG: Brown Elfin
CALLGRY,NA,0.0223064421134355,0.0227897180589927,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V2/CALLGRY-full-run-only-MASSBfly-V2.html,3600,682,MASSBfly,(N = 3600),Juniper Hairstreak,CALLGRY: Juniper Hairstreak
CALLIRU,NA,-0.0116821638768006,-0.0111799606627452,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V2/CALLIRU-full-run-only-MASSBfly-V2.html,3610,715,MASSBfly,(N = 3610),Frosted Elfin,CALLIRU: Frosted Elfin
CALLNIP,NA,0.0197790065683404,0.0202242848638794,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V2/CALLNIP-full-run-only-MASSBfly-V2.html,3610,707,MASSBfly,(N = 3610),Eastern Pine Elfin,CALLNIP: Eastern Pine Elfin
CELLAD,NA,-0.0264402543829868,-0.0260705882838801,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V2/CELLAD-full-run-only-MASSBfly-V2.html,3570,4205,MASSBfly,(N = 3570),Spring Azure,CELLAD: Spring Azure
CERPEG,NA,-0.0435220847498864,-0.042970841691826,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V2/CERPEG-full-run-only-MASSBfly-V2.html,3614,694,MASSBfly,(N = 3614),Common Wood-Nymph,CERPEG: Common Wood-Nymph
CHLOHAR,NA,-0.0935319238478103,-0.0928688293001585,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V2/CHLOHAR-full-run-only-MASSBfly-V2.html,3421,371,MASSBfly,(N = 3421),Harris' Checkerspot,CHLOHAR: Harris' Checkerspot
COETUL,NA,-0.0461038817081134,-0.0458171229867514,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V2/COETUL-full-run-only-MASSBfly-V2.html,3616,891,MASSBfly,(N = 3616),Common Ringlet,COETUL: Common Ringlet
COLEU2,NA,-0.0337888106906272,-0.0333518173422283,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V2/COLEU2-full-run-only-MASSBfly-V2.html,3612,19781,MASSBfly,(N = 3612),Orange Sulphur,COLEU2: Orange Sulphur
COLPHI,NA,-0.0345741935655153,-0.0339879727089709,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V2/COLPHI-full-run-only-MASSBfly-V2.html,3620,19807,MASSBfly,(N = 3620),Clouded Sulphur,COLPHI: Clouded Sulphur
DANPLE,NA,0.00351243385957416,0.00412015341333571,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V2/DANPLE-full-run-only-MASSBfly-V2.html,3637,4,MASSBfly,(N = 3637),Monarch,DANPLE: Monarch
ENOANT,NA,-0.0195550160874339,-0.0186966439825831,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V2/ENOANT-full-run-only-MASSBfly-V2.html,3550,832,MASSBfly,(N = 3550),Northern Pearly-eye,ENOANT: Northern Pearly-eye
EPACLA,NA,-0.0185380990796243,-0.0181401570514972,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V2/EPACLA-full-run-only-MASSBfly-V2.html,3618,295,MASSBfly,(N = 3618),Silver-spotted Skipper,EPACLA: Silver-spotted Skipper
ERYBAP,NA,-0.0109415607707092,-0.0103857688201917,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V2/ERYBAP-full-run-only-MASSBfly-V2.html,3562,1921,MASSBfly,(N = 3562),Wild Indigo Duskywing,ERYBAP: Wild Indigo Duskywing
ERYHOR,NA,0.036427126425738,0.0370500885324703,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V2/ERYHOR-full-run-only-MASSBfly-V2.html,3537,1843,MASSBfly,(N = 3537),Horace's Duskywing,ERYHOR: Horace's Duskywing
ERYICE,NA,-0.0906563406766115,-0.0902499954122214,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V2/ERYICE-full-run-only-MASSBfly-V2.html,3553,2086,MASSBfly,(N = 3553),Dreamy Duskywing,ERYICE: Dreamy Duskywing
ERYJUV,NA,-0.0344749213177395,-0.0339859372221506,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V2/ERYJUV-full-run-only-MASSBfly-V2.html,3585,2034,MASSBfly,(N = 3585),Juvenal's Duskywing,ERYJUV: Juvenal's Duskywing
EUPHPHA,NA,NA,-0.0448889479587073,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V2/EUPHPHA-full-run-only-MASSBfly-V2.html,3611,297,MASSBfly,(N = 3611),Baltimore Checkerspot,EUPHPHA: Baltimore Checkerspot
EUPTCLA,NA,-0.0829838184016628,-0.082282187697217,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V2/EUPTCLA-full-run-only-MASSBfly-V2.html,3613,40,MASSBfly,(N = 3613),Variegated Fritillary,EUPTCLA: Variegated Fritillary
EUPYCON,NA,-0.026603795133926,-0.0256351513991433,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V2/EUPYCON-full-run-only-MASSBfly-V2.html,3571,2088,MASSBfly,(N = 3571),Black Dash,EUPYCON: Black Dash
EUPYVES,NA,-0.0163226499254081,-0.0157810317956333,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V2/EUPYVES-full-run-only-MASSBfly-V2.html,3585,1640,MASSBfly,(N = 3585),Dun Skipper,EUPYVES: Dun Skipper
EVECOM,NA,-0.00204643635205947,-0.0016621304181943,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V2/EVECOM-full-run-only-MASSBfly-V2.html,3620,4321,MASSBfly,(N = 3620),Eastern Tailed-Blue,EVECOM: Eastern Tailed-Blue
FENTAR,NA,-0.0100374209630463,-0.00955606791262298,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V2/FENTAR-full-run-only-MASSBfly-V2.html,3611,0,MASSBfly,(N = 3611),Harvester,FENTAR: Harvester
GLALYG,NA,-0.00178463201751458,-0.00132386532881767,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V2/GLALYG-full-run-only-MASSBfly-V2.html,3551,4512,MASSBfly,(N = 3551),Silvery Blue,GLALYG: Silvery Blue
HESLEO,NA,-0.0284618315419557,-0.0279319951564521,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V2/HESLEO-full-run-only-MASSBfly-V2.html,3569,2243,MASSBfly,(N = 3569),Leonard's Skipper,HESLEO: Leonard's Skipper
HESMET,NA,-0.0818924087884546,-0.0813466918245069,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V2/HESMET-full-run-only-MASSBfly-V2.html,3568,2246,MASSBfly,(N = 3568),NA,HESMET: NA
HESSAS,NA,-0.0491758430400159,-0.0488203624357797,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V2/HESSAS-full-run-only-MASSBfly-V2.html,3569,2220,MASSBfly,(N = 3569),Indian Skipper,HESSAS: Indian Skipper
HYLPHY,NA,0.097688561627601,0.0981884997003135,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V2/HYLPHY-full-run-only-MASSBfly-V2.html,3511,1887,MASSBfly,(N = 3511),Fiery Skipper,HYLPHY: Fiery Skipper
LIMARC,NA,-0.0188862062958372,-0.0186802137911017,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V2/LIMARC-full-run-only-MASSBfly-V2.html,3620,4,MASSBfly,(N = 3620),Viceroy,LIMARC: Viceroy
LIMART,NA,-0.00828617520536787,-0.00737208190612648,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V2/LIMART-full-run-only-MASSBfly-V2.html,3792,4,MASSBfly,(N = 3792),Red-spotted Purple/White Admiral,LIMART: Red-spotted Purple/White Admiral
LYCAEPI,NA,NA,-0.132707788025868,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V2/LYCAEPI-full-run-only-MASSBfly-V2.html,3611,410,MASSBfly,(N = 3611),Bog Copper,LYCAEPI: Bog Copper
LYCAPHL,NA,-0.0274115249470228,-0.0267540463981275,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V2/LYCAPHL-full-run-only-MASSBfly-V2.html,3620,405,MASSBfly,(N = 3620),American Copper,LYCAPHL: American Copper
MEGICYM,NA,-0.0338318505939179,-0.0333477510030538,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V2/MEGICYM-full-run-only-MASSBfly-V2.html,3614,618,MASSBfly,(N = 3614),Little Wood-Satyr,MEGICYM: Little Wood-Satyr
NYMANT,NA,-0.030907370376036,-0.0300001944776724,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V2/NYMANT-full-run-only-MASSBfly-V2.html,3614,166,MASSBfly,(N = 3614),Mourning Cloak,NYMANT: Mourning Cloak
NYMMIL,NA,-0.11186476010445,-0.111359669084123,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V2/NYMMIL-full-run-only-MASSBfly-V2.html,3550,193,MASSBfly,(N = 3550),Milbert's Tortoiseshell,NYMMIL: Milbert's Tortoiseshell
PAPCAN,NA,0.0123867525684697,0.0130249816021238,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V2/PAPCAN-full-run-only-MASSBfly-V2.html,2349,4198,MASSBfly,(N = 2349),Canadian Tiger Swallowtail,PAPCAN: Canadian Tiger Swallowtail
PAPCRE,NA,0.24006734726245,0.240903011938144,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V2/PAPCRE-full-run-only-MASSBfly-V2.html,2656,3882,MASSBfly,(N = 2656),Western/Giant Swallowtail,PAPCRE: Western/Giant Swallowtail
PAPGLA,NA,0.00361810002363328,0.00439543213171589,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V2/PAPGLA-full-run-only-MASSBfly-V2.html,2741,2887,MASSBfly,(N = 2741),Eastern Tiger Swallowtail,PAPGLA: Eastern Tiger Swallowtail
PAPPOL,NA,0.0101878764681844,0.0107332165259428,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V2/PAPPOL-full-run-only-MASSBfly-V2.html,2979,3017,MASSBfly,(N = 2979),Black Swallowtail,PAPPOL: Black Swallowtail
PAPTRO,NA,-0.00536571685945947,-0.0051582794905369,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V2/PAPTRO-full-run-only-MASSBfly-V2.html,2992,2982,MASSBfly,(N = 2992),Spicebush Swallowtail,PAPTRO: Spicebush Swallowtail
PHOLCAT,NA,-0.0395929681630445,-0.0388139606886666,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V2/PHOLCAT-full-run-only-MASSBfly-V2.html,3613,407,MASSBfly,(N = 3613),Common Sootywing,PHOLCAT: Common Sootywing
PHYTHA,NA,-0.015177252241046,-0.0149395236970342,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V2/PHYTHA-full-run-only-MASSBfly-V2.html,3626,661,MASSBfly,(N = 3626),Pearl Crescent,PHYTHA: Pearl Crescent
PIERAP,NA,-0.0103796000790725,-0.0100449932583015,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V2/PIERAP-full-run-only-MASSBfly-V2.html,3635,2441,MASSBfly,(N = 3635),Cabbage White,PIERAP: Cabbage White
POAHOB,NA,-0.046156462149995,-0.0456610856906323,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V2/POAHOB-full-run-only-MASSBfly-V2.html,3575,2040,MASSBfly,(N = 3575),Hobomok Skipper,POAHOB: Hobomok Skipper
POAMAS,NA,0.00275261551895486,0.00371249707999421,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V2/POAMAS-full-run-only-MASSBfly-V2.html,3571,2138,MASSBfly,(N = 3571),Mulberry Wing,POAMAS: Mulberry Wing
POAVIA,NA,0.00812479279079457,0.00883324089826942,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V2/POAVIA-full-run-only-MASSBfly-V2.html,3575,2085,MASSBfly,(N = 3575),Broad-winged Skipper,POAVIA: Broad-winged Skipper
POAZAB,NA,0.139086389961194,0.139354402395838,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V2/POAZAB-full-run-only-MASSBfly-V2.html,3571,2044,MASSBfly,(N = 3571),Zabulon Skipper,POAZAB: Zabulon Skipper
POLIMYS,NA,-0.0419552678589673,-0.0410203811257475,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V2/POLIMYS-full-run-only-MASSBfly-V2.html,3572,1992,MASSBfly,(N = 3572),Long Dash,POLIMYS: Long Dash
POLIORI,NA,-0.0444567956444218,-0.0439444297485261,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V2/POLIORI-full-run-only-MASSBfly-V2.html,3577,2039,MASSBfly,(N = 3577),Crossline Skipper,POLIORI: Crossline Skipper
POLIPEC,NA,-0.00453976646714156,-0.00383177269159152,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V2/POLIPEC-full-run-only-MASSBfly-V2.html,3600,1829,MASSBfly,(N = 3600),Peck's Skipper,POLIPEC: Peck's Skipper
POLITHE,NA,-0.00620917368373875,-0.00544008906159377,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V2/POLITHE-full-run-only-MASSBfly-V2.html,3592,1804,MASSBfly,(N = 3592),Tawny-edged Skipper,POLITHE: Tawny-edged Skipper
POLYCOM,NA,0.0151550903551776,0.0158866454518609,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V2/POLYCOM-full-run-only-MASSBfly-V2.html,3588,1826,MASSBfly,(N = 3588),Eastern Comma,POLYCOM: Eastern Comma
POLYINT,NA,0.0116992849438328,0.0123684490780249,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V2/POLYINT-full-run-only-MASSBfly-V2.html,3585,1839,MASSBfly,(N = 3585),Question Mark,POLYINT: Question Mark
POMVER,NA,-0.006361610686024,-0.0053513128301006,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V2/POMVER-full-run-only-MASSBfly-V2.html,3584,1960,MASSBfly,(N = 3584),Little Glassywing,POMVER: Little Glassywing
SATACA,NA,-0.14030313052625,-0.139907977054179,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V2/SATACA-full-run-only-MASSBfly-V2.html,3583,742,MASSBfly,(N = 3583),Acadian Hairstreak,SATACA: Acadian Hairstreak
SATCA1,NA,-0.0248673989903468,-0.0243354712180289,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V2/SATCA1-full-run-only-MASSBfly-V2.html,3591,657,MASSBfly,(N = 3591),Banded Hairstreak,SATCA1: Banded Hairstreak
SATEDW,NA,-0.0800862998224019,-0.0795644653370573,NA,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-MASSBfly-V2/SATEDW-full-run-only-MASSBfly-V2.html,3590,722,MASSBfly,(N = 3590),Edwards' Hairstreak,SATEDW: Edwards' Hairstreak
